21	42604178	其实我叫吴彦祖	0.281151	0.281151	[18]	白色boots如何回春？？？	255.0	2.0	60979,32295	137.0
22	42601967	upgodbili幫	0.298352	0.298352	[18]	不懂就问，北京深圳上海杭州，哪个互联网更强？	1.0	1.0	42944,42772,42821,42727,31503	434.0
23	42576182	RP8520123	0.279734	0.279734	[18]	什么样的前任忘不了？	6.0	1.0	26587	215.0
24	42601593	DNF你放哪	0.307761	0.276985	[17, 18, 24]	这应该是最诡异的进球之一了吧	184.0	3.0	0	258.0
25	42583441	76人哈登sun池田依来沙	0.290323	0.290323	[17, 18]	各位jr这眼皮上是啥	1.0	2.0	0	271.0
26	42599298	低调的低调1	0.274311	0.274311	[18]	都说银行苦，我来说几句	10.0	2.0	33617	248.0
27	145126	NaN	0.082349	16.057980	[0]	NaN	NaN	NaN	NaN	NaN
28	42560616	Kin0119	0.273334	0.273334	[18]	xdm 这个冲得不！！！	294.0	2.0	0	16.0
29	42601821	o北派四叔o	0.269313	0.269313	[18]	精装房卫生间马桶边没有插座怎么处理	13.0	1.0	38521,47290,39983	28.0
30	42592878	真猪奶茶半糖去冰	0.268316	0.268316	[18]	在职考公进面，却去不了面试	10.0	2.0	32491	211.0
31	42568303	快雪晴时	0.272233	0.272233	[18]	小米12.5就我遇到这个bug吗？	294.0	2.0	29564	55.0
32	42560213	磨撒猴	0.266230	0.266230	[26]	20年了，终于结束母胎单身了！	1.0	2.0	23618	318.0
33	42518295	Hidelove	0.294029	0.264626	[17]	学校表白墙这波什么水平？？？？	11.0	2.0	32688	85.0
34	145229	NaN	0.082016	15.993032	[0]	NaN	NaN	NaN	NaN	NaN
35	42611012	今晚绝杀	0.264011	0.264011	[24]	分手的路上	6.0	2.0	0	935.0
36	42586617	凑合过吧还能离是咋滴	0.292365	0.292365	[18]	如果可以和动漫里的人物谈恋爱，你会选谁？	1.0	1.0	28931	869.0
37	42582088	棒棒糖放映室	0.261154	0.261154	[18]	汇车时驾驶员以为对向车道开着远光灯，提醒他闪了两下，没想到人家把真的#远光灯 打	572.0	3.0	21248,37263	53.0
38	42578718	虎扑JR0114467670	0.252311	0.252311	[18]	恋爱好难，好难	6.0	2.0	32185	99.0
39	42545574	灿哈哈	0.254664	0.254664	[26]	这个系列很经典	1.0	2.0	0	172.0
40	42588948	拉稀从来不擦屁股	0.228374	0.228374	[18]	提车咯！	278.0	2.0	0	148.0
41	145135	NaN	0.082008	15.991520	[0]	NaN	NaN	NaN	NaN	NaN
42	42602766	冰帝迹部	0.280317	0.252285	[18]	这位小哥，什么水平？	3.0	3.0	0	131.0
43	42611524	故事里的炸鸡	0.253769	0.253769	[23]	jr们，你们觉得放弃一个IT公司销售总监职位，做外卖餐饮创业值得吗？	1.0	2.0	30081,39567	99.0
44	42602631	大湾区之虎曹达华	0.247594	0.247594	[18]	实在不知道她怎么想的	6.0	2.0	0	122.0
45	42598596	虎扑JR0114326593	0.225757	0.225757	[17]	什么叫真正的版本弃子	88.0	2.0	42697	26.0
46	42602120	LoveB1ind	0.250024	0.250024	[23]	她今天要结婚了	1.0	2.0	0	200.0
47	42603897	顶级男神	0.306808	0.245446	[18, 24]	这是我个人心中最符合吕布的演员，没有任何之一	59.0	3.0	32905	259.0
48	145318	NaN	0.081601	15.912130	[0]	NaN	NaN	NaN	NaN	NaN
49	42597203	睡醒了就去搞学习	0.241668	0.241668	[18]	跟前任和平分手后，是否有必要吃最后一顿散伙饭	6.0	2.0	26587	243.0
50	42607256	南北9	0.224923	0.224923	[17]	只要我拿出马克就没一个能打的	88.0	2.0	18044	152.0
51	42607114	玉玉玉玉玉玉儿	0.223322	0.223322	[23]	94年老姑娘寻个jr	1.0	2.0	0	165.0
52	42569322	枫潇潇汐	0.260523	0.234471	[18]	你有没有遇到过这种人	3.0	3.0	0	45.0
53	42604088	垮起个小狗批脸	0.226861	0.226861	[18]	男朋友太乖了，真好！	6.0	2.0	18952	132.0
54	42495848	空调蕉TAI狼	0.222695	0.222695	[17]	今天车展看到的车车和车模	1.0	2.0	20809,37562	663.0
55	145227	NaN	0.056369	10.991863	[0]	NaN	NaN	NaN	NaN	NaN
56	42607390	CJB林教练	0.220797	0.220797	[18]	电竞而论，王者的职业是不是跟路人最接近的游戏？顶级五人组动不动被路人平推！	88.0	2.0	39584,44993,42742,42684,22044	82.0
57	42564781	湖凯二人转	0.281730	0.225384	[18]	这车值多少钱	278.0	3.0	0	76.0
58	42580609	ZYX1607	0.241921	0.217729	[18]	岩井俊二《情书》内地重映定档5月20日	60.0	2.0	34932,183701	62.0
59	42592524	孙燕姿终于开演唱会啦	0.216485	0.216485	[17, 18]	我室友这波什么水平？	1.0	2.0	0	247.0
60	42602287	hongjin1111	0.220442	0.220442	[18]	外环高速亲眼目睹怒怼加塞，大快人心	278.0	2.0	0	136.0
61	42567765	LSP特种兵	0.242117	0.217905	[18]	假如你是成龙大哥，利智和张曼玉，你会选择谁？	60.0	3.0	20375,16809,30654	108.0
62	145422	NaN	0.045843	8.939467	[0]	NaN	NaN	NaN	NaN	NaN
63	42589680	徽羽	0.216485	0.216485	[18]	这个科一已过给我看傻了	1.0	2.0	0	293.0
64	42563830	阿伟追悼会	0.215257	0.215257	[18]	最后还是让女生表白了，太怂了	6.0	2.0	0	104.0
65	42584971	江南第一美男子	0.215120	0.215120	[17]	小波特的投篮热图是什么水平？	177.0	2.0	0	428.0
66	42608706	凑合过吧还能离是咋滴	0.223899	0.223899	[23]	奇!草原霸王被河道王八吓得四处躲避	1.0	3.0	44652	72.0
67	42574299	春否秋否知否	0.213216	0.213216	[17, 18]	终于，我也是加入了	6.0	2.0	0	735.0
68	42599380	马菲奥	0.207721	0.207721	[18]	为什么这些艺人出门不带保安？	59.0	2.0	24953	48.0
69	145515	NaN	0.043572	8.496531	[0]	NaN	NaN	NaN	NaN	NaN
70	42575569	晚安基地	0.210122	0.210122	[17]	肖申克的救赎到底好看在哪里	1.0	1.0	23542	846.0
71	42567447	魔幻现实的2020一年	0.299324	0.215513	[26]	安森垚这个科普博主什么水平	12.0	3.0	0	99.0
72	42604292	虎扑热点资讯	0.207614	0.207614	[18]	疑似韩东君与陈瑶恋情曝光！	59.0	2.0	23605,34984	120.0
73	42599728	是要记住哈登	0.205607	0.205607	[18]	兄弟们，这种情况怎么办	1.0	2.0	0	120.0
74	42581996	李相赫的小甜心	0.202545	0.202545	[18]	打算丁克，该怎么找对象	6.0	1.0	24946	334.0
75	42564890	你说话别那么凶	0.202512	0.202512	[18]	15万左右选什么车呢，	278.0	1.0	0	57.0
76	145312	NaN	0.039084	7.621441	[0]	NaN	NaN	NaN	NaN	NaN
77	42530657	裤裆里藏枪	0.204023	0.204023	[17]	村里的篮球场竟然弄成这个样子	1.0	2.0	0	751.0
78	42601928	极杜年华似水	0.202124	0.202124	[18]	毕业一年，给家人全换了手机	294.0	2.0	39465	192.0
79	42608217	搬运基地	0.220844	0.198760	[24]	好家伙，掀开宝贝们的被子就像开盲盒一样	2.0	3.0	0	93.0
80	42578660	Qazwsxddd	0.203723	0.203723	[18]	各位大哥们，前女友和舍友快好上了。。	1.0	2.0	39217	768.0
81	42569060	到处瞎嗑	0.196598	0.196598	[18]	创4排名摇号解析，这个有道理吗？	535.0	2.0	43380,42921	62.0
82	42560793	丁二黄	0.218365	0.196528	[17, 26]	日本的动漫产业真是丰富。。。	64.0	2.0	28931,42957	96.0
83	145132	NaN	0.039084	7.621441	[0]	NaN	NaN	NaN	NaN	NaN
84	42542878	1未生	0.202494	0.202494	[26]	现在的小朋友聊天都看不懂了，Jrs进来看看	1.0	2.0	45585	150.0
85	42565360	穆帅的小迷妹	0.191265	0.191265	[18]	他朋友圈屏蔽我了	6.0	1.0	0	30.0
86	42604422	是真的帅没办法	0.263858	0.189978	[24]	你当时的反应如何？赵继伟绝平三分，多版本欢呼庆祝	173.0	3.0	28183	358.0
87	42550498	凑合过吧还能离是咋滴	0.202066	0.202066	[17]	最强大脑张雨萱，14岁入清华，18岁直博清华数学系，这样的人真的存在吗，太可怕了	1.0	2.0	26741	325.0
88	42596766	文MJ森	0.189805	0.189805	[18]	胡明轩妈妈	153.0	2.0	32632	168.0
89	42583590	虎扑JR0238086902	0.187711	0.187711	[18]	有银行裸辞的吗	10.0	1.0	0	144.0
90	145225	NaN	0.039084	7.621441	[0]	NaN	NaN	NaN	NaN	NaN
91	42603709	冰帝迹部	0.199638	0.199638	[23]	当我们曾经是少年……	1.0	3.0	0	75.0
92	42572767	香椿拌Tofu	0.207253	0.186528	[23]	欧冠没有一粒点球进球就登上射手榜第四，本泽马是不是这个时代最受低估的前锋？	184.0	2.0	23957,35686	140.0
93	42602818	望春吉诺比利	0.202780	0.182502	[18]	[發]XDM 我哥们新开的麻将馆什么水平？	3.0	2.0	0	174.0
94	42579308	魔幻千机	0.194837	0.194837	[17]	每天给你三倍工资，连续5年不放假，你愿意吗？	1.0	1.0	37635	779.0
95	42600661	虾仁豆付	0.183583	0.183583	[18]	为什么这猫那么大！	30.0	3.0	0	77.0
96	42563250	虎扑影视资讯	0.201035	0.180931	[17]	[电影资讯] 沈腾、马丽新片《独行月球》发布杀青图，满眼都是“腾”	60.0	2.0	18001,15799,189896,26956,43708,54398	154.0
97	145513	NaN	0.029958	5.841719	[0]	NaN	NaN	NaN	NaN	NaN
98	42583096	虎扑JR2124808968	0.192837	0.192837	[17, 18]	这可能是世界难题	1.0	2.0	0	766.0
99	42542670	法理桑	0.180479	0.180479	[18]	坐标杭州，29万内能提次低配的A4吗?	278.0	1.0	42727	19.0
100	42591582	哈士不太奇	0.198381	0.178543	[18]	如果你中学时期有个这样的女同桌，会对你的人生产生什么影响?	2.0	3.0	0	79.0
101	42571605	步行街赤脚大汉	0.192837	0.192837	[26]	外卖越来越过分了…	1.0	2.0	0	236.0
102	42607828	秋名山顶老司机	0.177897	0.177897	[18]	卧槽一胖毁所有，你们猜猜这是谁	59.0	2.0	0	142.0
103	42567325	虎扑JR2033310623	0.175713	0.175713	[18]	第一次发帖，国内TOP4本硕offer比较	10.0	1.0	0	155.0
104	145511	NaN	0.023834	4.647663	[0]	NaN	NaN	NaN	NaN	NaN
105	42561106	山猫的风花雪月	0.192837	0.192837	[17]	用你的生日取个古风网名	1.0	2.0	0	586.0
106	42598487	凯尓登_约翰逊	0.197282	0.177554	[18]	点钞技能展示，谁才是王者？	2.0	3.0	39584,20118	58.0
107	42558009	给你冰可乐	0.172483	0.172483	[18]	有没有一瞬间突然很想前任	6.0	1.0	0	17.0
108	42544572	不神不经病	0.192837	0.192837	[17]	献血疼吗？	1.0	1.0	0	563.0
109	42572265	陈记hao1	0.169843	0.169843	[17]	很现实的说一个问题，还会再有全力詹吗？	127.0	2.0	0	133.0
110	42608480	一只好奇的猫	0.171210	0.171210	[18]	女朋友这样子，还能要吗？	6.0	2.0	32836	100.0
111	145509	NaN	0.023547	4.591722	[0]	NaN	NaN	NaN	NaN	NaN
112	42559746	JGalaxy	0.189117	0.189117	[18]	前端需要很强的算法知识吗	1.0	1.0	0	29.0
113	42561516	全开boy	0.188209	0.169388	[23]	欧冠总进球数，本泽马71球，莱万73球，他俩谁更适合“欧冠大杀器”称号？	184.0	2.0	23957,35686,37182	62.0
114	42610012	不想起名字1111	0.187736	0.168963	[24]	杜锋赛后大闹技术台	173.0	3.0	30362	414.0
115	42585603	丢了狗的狗	0.187652	0.187652	[17]	天和核心舱成功发射	1.0	2.0	0	185.0
116	42604584	阿森纳拉胯	0.187018	0.168316	[18]	研究生阶段如何才能让自己最大的增值？	11.0	2.0	19564	104.0
117	42598825	咪咕体育	0.187084	0.168375	[24]	【独家对话】郭艾伦：被球迷高喊MVP触动流泪 那一刻真的放下了	173.0	1.0	28036,33611	203.0
118	42484668	凑合过吧还能离是咋滴	0.182795	0.182795	[26]	现在网吧都这么狠了吗？冲500送3000?	1.0	2.0	0	133.0
119	42596329	虎扑热点资讯	0.167538	0.167538	[18]	Redmi 商标被抢注，小米上诉失败，你怎么看？	294.0	2.0	51687,29564	80.0
120	42546601	木有天分	0.166012	0.166012	[18]	准备读博，遇到了点困难。	10.0	1.0	0	17.0
121	42561980	低调的谭师	0.182795	0.182795	[18]	不懂就问，这种朋友圈是什么意思，已经明着收鱼了吗？	1.0	2.0	0	106.0
122	42604481	虎扑JR0682232755	0.183204	0.164884	[18]	不当模特可惜了！红军门将卡里乌斯最新帅照	184.0	2.0	26617,16895	30.0
123	42520033	03160811	0.161662	0.161662	[26]	前女友突然说想我	6.0	2.0	39217	133.0
124	42570527	潘长江暴扣科比	0.181001	0.181001	[17]	我去的上海车展怎么跟你们的不太一样啊	1.0	2.0	42944,37562	175.0
125	42606584	AK体育专栏	0.160751	0.160751	[18, 24]	NBA历史上有没有既拿过得分王，又拿过助攻王的球员？怎么看？	177.0	2.0	42664,39404	329.0
126	42571235	虎扑JR1135651735	0.160654	0.160654	[17]	肉赵云真的强	88.0	2.0	28527	62.0
127	42600793	FFFFFF4AM	0.180091	0.180091	[18]	除了虎扑还是什么适合摸鱼的吗	1.0	2.0	40220	975.0
128	42547191	tm回来	0.160176	0.160176	[18]	k40顶配涨价了，不应该是恢复原价了。	294.0	2.0	82266	10.0
129	42604147	拉塞尔一一杜兰特	0.159932	0.159932	[18]	在一起开心	6.0	2.0	0	59.0
130	42614174	啥都莫得	0.220558	0.176447	[23]	兄弟们，这娘们怎么说	1.0	3.0	0	19.0
131	42573831	7LGaming电竞俱乐部	0.159569	0.159569	[18]	PDL 二阶段分组	93.0	2.0	0	75.0
132	42562855	曼联波仔	0.158521	0.158521	[18]	如果让你设立一条规则让NBA变得流畅好看，你会怎么设立？	177.0	2.0	42664	356.0
133	42612735	种风养雨	0.175062	0.175062	[23]	jrs我这属于情商低吗	1.0	2.0	0	38.0
134	42613797	是真的帅没办法	0.176933	0.159240	[24]	曾凡博上篮摔倒尾椎受伤，被担架抬离球场	173.0	3.0	35969,34791	189.0
135	42578531	丹琪同学	0.157319	0.157319	[18]	程咬金是不是版本最强坦克？	88.0	2.0	19831,42697,25582	51.0
136	42613379	发型很拉风	0.172738	0.172738	[23]	福建省考 市场监督管理局，这种单位怎么样	1.0	2.0	43233	7.0
137	42582733	hhhann121	0.157185	0.157185	[26]	谢谢兄弟们，脱单了	6.0	2.0	0	70.0
138	42590166	明智之举0	0.174194	0.156775	[18]	许嵩B站账号，大家可以关注下	63.0	2.0	43078,18846	49.0
139	42606663	湖人10号梅西	0.172169	0.172169	[23, 24]	朋友圈看到的，UFO？	1.0	2.0	0	303.0
140	42603884	守护天使梦	0.156876	0.156876	[18]	有女孩子喜欢这种类型的日系男孩吗？	6.0	2.0	0	60.0
141	42575084	Orange0115	0.154378	0.154378	[18]	[赛事视频]莫凡赵云灵性蹲草零换二，这就是细节吗？	88.0	3.0	23654,60638,28527	20.0
142	42571833	不慢不离	0.171370	0.171370	[17]	飞猪花了61块开到机票盲盒、选择了宜昌……	1.0	2.0	17540,26645	376.0
143	42584993	我登喂	0.156592	0.156592	[17]	表白太仓促了	6.0	2.0	0	152.0
144	42595658	惊鸟effect	0.168412	0.151571	[17]	张居正是古往今来正常渠道获得权力最大的臣子吗？	12.0	1.0	43519	160.0
145	42588516	PP_Pro	0.167955	0.167955	[18]	为什么有的男的颜值不高 却把到了无数妹子	1.0	2.0	0	116.0
146	42591372	枫潇潇汐	0.169571	0.152614	[18]	10块钱一个人随便吃，你们看老板会亏吗	3.0	3.0	0	40.0
147	42558294	军统郑耀先	0.167411	0.150670	[17]	XDM，今天可是一个特别的日子，你们知道吗？	60.0	2.0	0	75.0
148	42543490	用户0844741880	0.167924	0.167924	[18]	继上个月拔了左边智齿后，今天去拔了右边的	1.0	2.0	22880	60.0
149	42558158	落雨了吧	0.149984	0.149984	[18]	xdm好烦啊！感觉男朋友好没有上进心啊，我快坚持不下去了！	6.0	2.0	0	111.0
150	42570023	来自哥谭小镇的格雷福斯	0.149275	0.149275	[18]	懂手机的老哥进，万分感谢	73.0	1.0	39465	46.0
151	42591200	PoisonousAn	0.165176	0.165176	[18]	用四个字形容你的长相。	1.0	2.0	0	507.0
152	42569731	天公买少年	0.162997	0.146697	[18]	多年后，张翰在节目里点了一碗牛肉面……	60.0	2.0	32435,40037	166.0
153	42568009	yjyxdcb	0.162965	0.146669	[23]	近25年的欧冠冠军主帅一览，你最欣赏谁？	184.0	2.0	23957	68.0
154	42582444	无关风月l我题序等你回	0.165063	0.165063	[17, 26]	杜小帅升级了宅男装备	1.0	2.0	17176	279.0
155	42602718	沃兰德里塔	0.155182	0.139663	[18]	有一说一，张一山是不是90后演员里演技最不行的，甚至不如他兄弟嘎子	60.0	2.0	20515,40069,20158	182.0
156	42589626	徽羽	0.137952	0.137952	[18]	来聊，结婚要让所有人知道吗？	6.0	2.0	0	230.0
157	42525050	期刊论文发表Mr王	0.162876	0.162876	[17]	毕业论文答辩流程和需知	1.0	2.0	23331,19288	244.0
158	42583821	冰帝迹部	0.152135	0.136922	[17, 18, 26]	耳朵被抓住如何破解，进来学习下	3.0	3.0	0	50.0
159	42608410	身高真的是155	0.136505	0.136505	[18, 24]	jrs，虎扑领的男朋友分手了	6.0	2.0	18952,40220	239.0
160	42599991	代表形象的好昵称	0.162837	0.162837	[18]	约到同事姐姐了，睡不着了	1.0	2.0	0	65.0
161	42564202	大哥闯江湖	0.135130	0.135130	[18]	总有人不点确定，是什么鬼？	88.0	2.0	0	4.0
162	42578490	6冠就退役	0.136047	0.136047	[17]	看球晚，巅峰时期的奥多姆到底是什么水平？	127.0	3.0	17860	246.0
163	42594258	YDevil	0.161417	0.161417	[18]	帮忙看看这是什么问题	1.0	2.0	0	103.0
164	42536858	布酱	0.147915	0.133124	[18]	【长泽和gakki】B站上线龙樱第一季，经典励志鸡汤回归。你麻，你嘎，宽叔。	60.0	2.0	222659,43078	32.0
165	42605090	虎扑篮球新闻	0.146825	0.132142	[17, 18]	[流言板]小凯文-波特成为NBA史上第四位砍下50+的21岁以下球员	502.0	2.0	42664,22473	334.0
166	42568321	枫潇潇汐	0.162106	0.162106	[17]	原来熊猫是这样变成国宝的	1.0	3.0	27335,28236	127.0
167	42592645	cgd95123	0.143655	0.129290	[23]	有没有人知道，如果第二回合姆巴佩进两球，和哈兰德谁是欧冠射手王	184.0	1.0	29571,23957,23051	8.0
168	42559004	3oCaRrY	0.127910	0.127910	[18]	JR们快帮我分析分析	6.0	2.0	0	84.0
169	42587563	太空人2	0.152528	0.152528	[18]	和这位老哥一起吃饭需要注意什么？	1.0	2.0	0	306.0
170	42559149	编号008	0.141182	0.127064	[23]	现在确实看球人很少，欧冠半决赛强强对话也没多少热度	184.0	1.0	23957	82.0
171	42550332	ChinJ	0.127304	0.127304	[26]	xdm，前女友这波什么操作？	6.0	2.0	39217	139.0
172	42576914	凑合过吧还能离是咋滴	0.161311	0.161311	[18]	野球场遇到这种人怎么办	1.0	3.0	0	261.0
173	42555833	请回答_2020	0.140504	0.126453	[17]	古代百姓晚上干啥？	12.0	1.0	44968	128.0
174	42547427	诺贝尔超可爱奖获得者	0.126769	0.126769	[18]	用心对待即将到来的婚礼	6.0	2.0	0	50.0
175	42546163	DadyCaster	0.152477	0.152477	[18, 26]	好兄弟们大镖客求助	1.0	2.0	0	108.0
176	42549185	冰帝迹部	0.150614	0.135553	[26]	综艺路人的搞笑名场面合集，今天的快乐源泉！	60.0	3.0	26588	39.0
177	42594459	南美栗鼠	0.137172	0.123455	[23]	欧联冠军还是欧冠亚军？	184.0	1.0	22051,23957	40.0
178	42584713	炮大张	0.151969	0.151969	[18]	为什么想在俄罗斯定居这么麻烦＋困难	1.0	2.0	43196	155.0
179	42597332	卡梅伦艾弗森	0.123052	0.123052	[18]	奥迪A3L1000公里体验！	278.0	2.0	24021	109.0
180	42593811	枫潇潇汐	0.137589	0.123830	[18]	xswl 明星被叫错名字时能有多离谱	60.0	3.0	0	107.0
181	42614889	乘龙御凤	0.151860	0.151860	[23]	求助，朋友怀孕30周查出这个怎么办？	1.0	2.0	0	7.0
182	42581263	香椿拌Tofu	0.136679	0.123011	[23]	【欧冠红黑榜】来选出你心目中的本周欧冠最佳/最拉球员	184.0	2.0	23957	3.0
183	42537021	PTRBL	0.122317	0.122317	[18]	意难平啊意难平	6.0	2.0	0	35.0
184	42550309	妖化冰龍	0.157995	0.157995	[18, 26]	外卖箱里的女儿融化很多人的心	1.0	3.0	0	187.0
185	42523734	Akinatatta	0.135488	0.121939	[17]	【娱乐圈夫妻】打死也不会离的有哪几对	60.0	2.0	27049	609.0
186	42579840	福州理工学院樱木花道	0.134360	0.120924	[18]	福建选调生，这也许就是我大学生涯最大的遗憾	11.0	2.0	43233,33282	241.0
187	42614059	哈登登蹬噔MVP	0.151034	0.151034	[23]	食堂要vx后后续，今晚我破防了	1.0	2.0	43458	17.0
188	42601458	Infiltrate	0.120381	0.120381	[18]	惊！标致508麋鹿测试94km/h！你敢信？ 今早在油管上看到的。	278.0	3.0	40356	105.0
189	42514943	獨孤誠	0.131855	0.118669	[17]	这道题基本上就是文理双杀？	2.0	2.0	0	106.0
190	42602045	看图急先锋	0.150789	0.150789	[18]	总经理，总裁，董事长，董事局主席，ceo，创始人，到底哪个大？	1.0	1.0	328052,54102	46.0
191	42606785	nga曼殊沙华	0.117555	0.117555	[18]	【京东曼殊沙华】k40游戏增强版已到手，准备做个详细测评，各位有什么想知道的？	294.0	2.0	328196,82266	61.0
192	42591410	WBG吃我一拳	0.117006	0.117006	[18]	微博被团灭，失误太大了	115.0	1.0	42702	37.0
193	42610836	苗可秀	0.157158	0.157158	[23]	没想到你是这样的吴京，看到女上司就动歪脑筋	1.0	3.0	27568	21.0
194	42603753	虎扑JR2080830879	0.126626	0.113964	[18]	胡明轩的妈妈眼睛好大呀，怪不得胡明轩这么帅	173.0	1.0	32632	38.0
195	42525005	D1ckVan	0.125731	0.113158	[26]	夏日幻听无了，b站番剧区关了吧，新番没几部，还不想让人看	64.0	2.0	32085,43078,323977	60.0
196	42612459	快乐的阿兰那行者	0.148132	0.148132	[23]	如果当十辈子乞丐可以换一辈子富豪	1.0	2.0	0	37.0
197	42563629	加拿大电鳗快电我	0.112895	0.112895	[18]	卧槽兄弟们随缘一发钟离2命	706.0	2.0	0	30.0
198	42600464	周公瑾666	0.111132	0.111132	[18]	可怜的瓜妹已经10天没直播了	88.0	1.0	0	153.0
199	42546372	秋名山基地	0.146847	0.146847	[18]	各种标号的混凝土都用在哪里，你们用对型号了吗？	1.0	3.0	0	109.0
200	42589809	民商法基地	0.110791	0.110791	[18]	不懂就问，格林如果来CBA什么水平？	177.0	2.0	42647,16863	256.0
201	42603920	黄yyyy	0.110656	0.110656	[18]	xdm，怎么回，在线等，挺急的！	6.0	2.0	0	14.0
202	42614295	美春的告白	0.145751	0.145751	[23]	坐标广州，这一份兰州拉面23，我是不是赚麻了	1.0	2.0	27219,46168,42797	15.0
203	42551889	Mr.Bryant.	0.105881	0.105881	[18]	我给抵制炒鞋出一个方案	255.0	1.0	0	26.0
204	42605122	能攻善守富尼耶	0.104845	0.104845	[17]	其实第六打鹿不是坏事	128.0	1.0	0	74.0
205	42544850	千万别报考日语专业	0.144394	0.144394	[17]	年轻人真的要爱护自己的身体	1.0	2.0	0	286.0
206	42589582	Changiingy	0.104592	0.104592	[17]	为什么没有小恶魔转职会有7小恶魔啊？	508.0	2.0	21076	48.0
207	42592172	重磅姐	0.116097	0.104487	[18]	46岁林志玲最新照片来啦，与老公上杂志封面	60.0	2.0	35859,35463	162.0
208	42551355	哈登基地	0.142457	0.142457	[17]	火山岩浆挖来是干什么用的呢？	1.0	3.0	57922	206.0
209	42604522	kook1237	0.115841	0.104257	[24]	看见很多讨论胡明轩冲抢篮板那球！发表一下个人看法！	173.0	1.0	32632	271.0
210	42606243	我是立青	0.103217	0.103217	[18, 24]	我离过婚最近喜欢一个男生	6.0	2.0	0	474.0
211	42599391	流川枫流川枫流川枫	0.141490	0.141490	[18]	大学生活真的好孤独	1.0	2.0	0	186.0
212	42570332	反正开灯也是浪费电	0.114601	0.103141	[17]	陶喆、德普同台翻唱《一无所有》，这耶耶耶就离谱……	60.0	3.0	38498,111846,15770	70.0
213	42606429	窮我一生	0.102447	0.102447	[18]	这种言论兄弟们怎么看？	6.0	2.0	0	32.0
214	42600408	蕾酱呀	0.139121	0.139121	[18]	每一个难熬的通宵班都是靠虎扑撑下去的	1.0	2.0	40220	367.0
215	42522754	我邦惊诧	0.112512	0.101261	[17]	刘浩存的舞蹈实力如何？	60.0	1.0	178610	258.0
216	42484512	小豪酱	0.101305	0.101305	[26]	又碰了前任，吃了屎一样的难受	6.0	1.0	26587	29.0
217	42608905	我的老婆是林熙蕾	0.141378	0.141378	[18, 23]	小厨师，看到他我自自愧不如	1.0	3.0	0	161.0
218	42603072	用户2015573633	0.109856	0.098870	[24]	齐达内：我早就说马竞巴萨会丢分，你们还笑我	184.0	2.0	40839,35454,18447	153.0
219	42604458	太空人2	0.093195	0.093195	[18]	正在追一个女生，这么回答是不是凉了？	6.0	2.0	0	177.0
220	42591824	mamamia666	0.138992	0.138992	[18]	一线城市年薪35万，辞职来二线了，感觉挺香的…	1.0	2.0	0	469.0
